Title,Genre,Price,Rating,Stock
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,1,3
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,5,3
Dead Wake: The Last Crossing of the Lusitania,Default,39.24,5,3
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,17.81,1,3
Darkfever (Fever #1),Fantasy,56.02,1,3
Dark Places,Default,23.9,5,3
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,5,3
Counting Thyme,Childrens,10.62,1,3
Cosmos,Add a comment,36.17,2,3
Civilization and Its Discontents,Psychology,59.95,2,3
Cinder (The Lunar Chronicles #1),Young Adult,26.09,1,3
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2,3
Career of Evil (Cormoran Strike #3),Mystery,24.72,2,3
Breaking Dawn (Twilight #4),Default,35.28,5,3
Brave Enough,Nonfiction,51.32,5,3
Boy Meets Boy,Young Adult,21.12,3,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,2,3
Blink: The Power of Thinking Without Thinking,Nonfiction,21.74,5,3
Black Flags: The Rise of ISIS,Nonfiction,40.87,1,3
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,49.31,1,3
Big Little Lies,Fiction,22.11,1,3
Between Shades of Gray,Historical Fiction,20.79,5,3
Best of My Love (Fool's Gold #20),Romance,27.41,2,3
Beowulf,Classics,38.35,2,3
Beautiful Creatures (Caster Chronicles #1),Default,21.55,5,3
Awkward,Sequential Art,38.02,2,3
Ash,Fantasy,22.06,4,3
Are We There Yet?,Childrens,10.66,3,3
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58,1,3
Annie on My Mind,Young Adult,36.83,5,3
And Then There Were None,Classics,35.01,2,3
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48,4,3
A Visit from the Goon Squad,Default,14.08,5,3
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,31.22,2,3
A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5,3
8 Keys to Mental Health Through Exercise,Psychology,31.04,1,3
#GIRLBOSS,Add a comment,50.96,1,3
"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89,2,2
The Sense of an Ending,Add a comment,31.38,3,2
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81,1,2
The Course of Love,Fiction,16.78,3,2
Sugar Rush (Offensive Line #2),Sports and Games,24.42,1,2
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,11.75,3,2
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,20.02,1,2
New Moon (Twilight #2),Young Adult,12.86,4,2
Life,Music,31.58,5,2
Kindle Paperwhite User's Guide,Nonfiction,34.0,3,2
H is for Hawk,Nonfiction,57.42,5,2
Girl Online On Tour (Girl Online #2),Young Adult,53.47,1,2
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,11.64,5,2
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.88,4,2
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,18.51,4,1
While You Were Mine,Historical Fiction,41.32,5,1
Where Lightning Strikes (Bleeding Stars #3),Romance,39.77,3,1
When I'm Gone,Fiction,51.96,3,1
Ways of Seeing,Art,39.51,5,1
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,15.4,1,1
Vampire Girl (Vampire Girl #1),Fantasy,53.82,2,1
Twenty Love Poems and a Song of Despair,Poetry,30.95,4,1
Travels with Charley: In Search of America,Nonfiction,57.82,5,1
Three Wishes (River of Time: California #1),Science Fiction,44.18,2,1
This One Moment (Pushing Limits #1),Romance,48.71,1,1
The Zombie Room,Default,19.69,5,1
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,36.52,2,1
The Tumor,Nonfiction,41.56,5,1
The Story of Hong Gildong,Classics,43.19,4,1
The Silent Wife,Fiction,12.34,5,1
The Silent Twin (Detective Jennifer Knight #3),Fantasy,36.25,3,1
The Selfish Gene,Science,29.45,1,1
The Secret Healer,Historical Fiction,34.56,3,1
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,54.12,3,1
The Republic,Add a comment,33.78,3,1
The Odyssey,Add a comment,29.64,3,1
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,57.7,4,1
The Nicomachean Ethics,Philosophy,36.34,1,1
The Name of the Wind (The Kingkiller Chronicle #1),Default,50.59,3,1
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,29.38,1,1
The Little Prince,Classics,45.42,2,1
The Light of the Fireflies,Add a comment,54.43,1,1
The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26,2,1
The Iliad,Add a comment,16.16,1,1
The Hook Up (Game On #1),New Adult,36.29,5,1
The Haters,Young Adult,27.89,5,1
The Girl You Lost,Mystery,12.29,5,1
The Girl In The Ice (DCI Erika Foster #1),Mystery,15.85,3,1
The End of the Jesus Era (An Investigation #1),Nonfiction,14.4,1,1
The Edge of Reason (Bridget Jones #2),Womens Fiction,19.18,4,1
The Complete Maus (Maus #1-2),Sequential Art,10.64,3,1
The Communist Manifesto,Add a comment,14.76,3,1
The Bhagavad Gita,Religion,57.49,3,1
The Bette Davis Club,Fiction,30.66,3,1
The Art of Not Breathing,Young Adult,40.83,4,1
Taking Shots (Assassins #1),Default,18.88,2,1
Starlark,Historical Fiction,25.83,3,1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,42.12,3,1
Sister Sable (The Mad Queen #1),Fantasy,13.33,3,1
Shatter Me (Shatter Me #1),Default,42.4,1,1
Shameless,New Adult,58.35,3,1
Shadow Rites (Jane Yellowrock #10),Fantasy,21.72,4,1
Settling the Score (The Summer Games #1),Sports and Games,44.91,2,1
Sense and Sensibility,Classics,37.46,1,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,28.48,1,1
"Rhythm, Chord & Malykhin",Romance,28.34,2,1
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,46.96,5,1
Paradise Lost (Paradise #1),Default,24.96,1,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,21.71,4,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,3,1
Origins (Alphas 0.5),Fantasy,28.99,1,1
One Second (Seven #7),Fantasy,52.94,2,1
On the Road (Duluoz Legend),Default,32.36,3,1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,55.66,2,1
Off Sides (Off #1),New Adult,39.45,5,1
Of Mice and Men,Classics,47.11,2,1
Myriad (Prentor #1),Fantasy,58.75,4,1
My Perfect Mistake (Over the Top #1),Romance,38.92,2,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39,4,1
Meditations,Philosophy,25.89,2,1
Matilda,Childrens,28.34,1,1
Lost Among the Living,Historical Fiction,27.7,4,1
Lord of the Flies,Add a comment,24.89,3,1
Listen to Me (Fusion #1),Romance,58.99,3,1
Kitchens of the Great Midwest,Fiction,57.2,5,1
Jane Eyre,Default,38.43,5,1
Imperfect Harmony,Romance,34.74,4,1
Icing (Aces Hockey #2),Sports and Games,40.44,4,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,45.24,3,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,34.96,4,1
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76,4,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28,5,1
Frankenstein,Default,38.0,2,1
Forever Rockers (The Rocker #12),Music,28.8,3,1
Fighting Fate (Fighting #6),Romance,39.24,3,1
Emma,Classics,32.93,2,1
"Eat, Pray, Love",Nonfiction,51.32,3,1
Deep Under (Walker Security #1),Romance,47.09,5,1
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,28.42,4,1
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85,3,1
Charity's Cross (Charles Towne Belles #4),Romance,41.24,1,1
Bright Lines,Fiction,39.07,5,1
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,29.82,1,1
Bounty (Colorado Mountain #7),Romance,37.26,4,1
Blood Defense (Samantha Brinkman #1),Mystery,20.3,3,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,5,1
Beyond Good and Evil,Philosophy,43.38,1,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,55.53,1,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,57.06,4,1
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,16.97,5,1
1st to Die (Women's Murder Club #1),Mystery,53.98,1,1
"1,000 Places to See Before You Die",Travel,26.08,5,1
